"version_ID","master_ID","publication","publication_year","local_path","DR_group_ID","locality","country","lat","long","mean_date_BP","date_range","SNP_hits","assessment"
"I2922","I2922","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I2922.bam","Iran_C_TepeHissar","Tepe Hissar","Iran",36.15444444,54.38361111,4043,"2198-1985 calBCE (3705±25 BP, PSUAMS-2227)",279888,"PASS"
"ANI159-ANI181","merge_ANI159_ANI181","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/ANI159_ANI181.bam","Bulgaria_Varna_C","Varna","Bulgaria",43.2131,27.8644,6566,"4714-4506 calBCE (5766±36 BP, OxA 13848)",419597,"PASS"
"DA65.SG","DA65","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA65.sort.rmdup.realign.md.bam","Kyrgyzstan_TianShan_Hun.SG","Tian Shan, Central Steppe","Kyrgyzstan",41.50138889,75.79472222,1494,"265-547 calCE (1629±40 BP, UBA-31191)",196741,"PASS (literature)"
"I2924","I2924","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I2924.bam","Iran_C_TepeHissar","Tepe Hissar","Iran",36.15444444,54.38361111,4715,"2882-2636 calBCE (4170±25 BP, PSUAMS-2262)",601080,"PASS (damage.ds.half=0.048)"
"PEY53.SG","PEY53","BrunelPNAS2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Brunel_PNAS_2020/PEY53.mappedHs37.trim2.bam","France_Occitanie_IA2.SG","Occitanie (South), Agde, Le Peyrou","France",43.31137,3.48196,2250,"400-200 BCE",135554,"PASS (literature)"
"I4199","I4199","LipsonNature2017","2017","/media/ydiekman/external2/Documents/__MAINZ/data/Lipson_Nature_2017/BAM/I4199.1240k.bam","Hungary_MN_ALPc_Tiszadob","Tiszadob-Ó-Kenéz","Hungary",48.00363,21.17651,7050,"5300-4900 BCE",269420,"PASS"
"MK3003","MK3003","WangNatureCommunications2019","2019","/media/ydiekman/external1/Documents/__MAINZ/data/Wang_NatCom_2019/BAM/MK3003.A0101.fastq.merged.fq.qF.sorted_rmdup.bam","Russia_Steppe_Catacomb","Piedmont, Mar'inskaja 3","Russia",43.925355,43.530317,4477,"2580-2470 calBCE (4020±22 BP, MAMS-29809)",445824,"PASS (literature)"
"Ostuni2_d","Ostuni2","FuNature2016","2016","glob_finds_multiple_paths","","","",NA,NA,NA,"",NA,""
"I12140_published","I12140","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I12140.bam","Pakistan_Katelai_IA_1d.rel.I10523_published_lc","Swat Valley, Katelai","Pakistan",34.76584167,72.34913333,2850,"1000-800 BCE",12681,"PASS"
"Ostuni1_d","Ostuni1","FuNature2016","2016","glob_finds_multiple_paths","","","",NA,NA,NA,"",NA,""
"I4440","I4440","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4440.bam","Latvia_HG","Zvejnieki","Latvia",56.2833,25.1333,7074,"5216-5016 calBCE (6180±30 BP, PSUAMS-2264)",735842,"PASS"
"I4441","I4441","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4441.bam","Latvia_HG","Zvejnieki","Latvia",56.2833,25.1333,6718,"4841-4711 calBCE (5900±30 BP, PSUAMS-2265)",747334,"PASS"
"I4332","I4332","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4332.bam","Croatia_MBA","Veliki Vanik","Croatia",43.194,17.344,3508,"1613-1508 calBCE (3290±20 BP, PSUAMS-2258)",730118,"PASS"
"I7003","I7003","AgranatTamirCell2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/AgranatTamir_Cell_2020/BAM/I7003.hg19.bam","Israel_MLBA","Yehud","Israel",32.032436,34.890611,3725,"2000-1550 BCE",131891,"PASS"
"I4331","I4331","MathiesonNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Mathieson_Nature_2018/BAM/I4331.bam","Croatia_MBA","Veliki Vanik","Croatia",43.194,17.344,3519,"1618-1517 calBCE (3305±20 BP, PSUAMS-2257)",725669,"PASS"
"DA16.SG","DA16","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA16.sort.rmdup.realign.md.bam","Kazakhstan_Central_Saka.SG","Tian Shan, Central Steppe","Kazakhstan",48.48834,74.42547,2553,"756-416 calBCE (2459±28 BP, UBA-31141)",679727,"PASS (literature)"
"DA17.SG","DA17","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA17.sort.rmdup.realign.md.bam","Kazakhstan_CentralSaka_o2.SG","Tian Shan, Central Steppe","Kazakhstan",51.08368,75.42763,2704,"810-572 calBCE (2577±30 BP, UBA-31142)",225984,"PASS (literature)"
"DA14.SG","DA14","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA14.sort.rmdup.realign.md.bam","Kazakhstan_Central_Saka.SG","Tian Shan, Central Steppe","Kazakhstan",49.12309,75.18855,2557,"767-419 calBCE (2468±39 BP, UBA-31139)",449559,"PASS (literature)"
"DA15.SG","DA15","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA15.sort.rmdup.realign.md.bam","Kazakhstan_Central_Saka.SG","Tian Shan, Central Steppe","Kazakhstan",48.48221,74.42368,2557,"769-418 calBCE (2470±43 BP, UBA-31140)",206865,"PASS (literature)"
"VK339.SG","VK339","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"DA13.SG","DA13","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA13.sort.rmdup.realign.md.bam","Kazakhstan_Central_Saka.SG","Tian Shan, Central Steppe","Kazakhstan",49.060646,75.5032,2568,"767-422 calBCE (2471±31 BP, UBA-31138)",850759,"PASS (literature)"
"DA10.SG","DA10","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA10.sort.rmdup.realign.md.bam","Kazakhstan_CentralSaka_o1.SG","Tian Shan, Central Steppe","Kazakhstan",49.12888889,72.91333333,2550,"800-400 BCE",455750,"PASS (literature)"
"DA11.SG","DA11","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA11.sort.rmdup.realign.md.bam","Kazakhstan_Central_Saka.SG","Tian Shan, Central Steppe","Kazakhstan",50.88833333,73.88027778,2578,"777-423 calBCE (2489±39 BP, UBA-31137)",391412,"PASS (literature)"
"DA18.SG","DA18","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA18.sort.rmdup.realign.md.bam","Kazakhstan_Nomad_IA_o.SG","Tian Shan, Central Steppe","Kazakhstan",51.71055556,74.88416667,2549,"761-416 calBCE (2463±45 BP, UBA-31143)",267754,"PASS (literature)"
"DA19.SG","DA19","DamgaardNature2018","2018","glob_finds_multiple_paths","","","",NA,NA,NA,"",NA,""
"MA138","JK2840","MarcusNatureCommunications2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Marcus_NatCom_2020/MA138.ISR002.A0101.TF.bam","Italy_Sardinia_BA_Nuragic_o","Cabras, OR, Is Arutas","Italy",39.9489,8.4022,3096,"1257-1048 calBCE (2941±27 BP, MAMS-26896)",79892,"QUESTIONABLE (warning, these UDG-minus libraries show ancestry bias in multiple analyses, literature)"
"ASH029","ASH029","FeldmanScienceAdvances2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Feldman_SciAdv_2019/ASH029.bam","Israel_Ashkelon_LBA","Ashkelon","Israel",31.666667,34.566667,3513,"1614-1514 calBCE (3296±18 BP, MAMS-30689)",111838,"PASS (literature)"
"VK540.SG","VK540","MargaryanWillerslevNature2020","2020","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"I1072_published","I1072","LazaridisNature2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Lazaridis_Nature_2016/BAM/I1072.1240k.bam","Israel_Natufian_contam_published","Raqefet Cave","Israel",32.65,35.067,12700,"12000-9500 BCE",447140,"QUESTIONABLE_CRITICAL (mtmatchmax=0.519-0.988)"
"I0104","I0104","MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I0104.1240k.bam","Germany_CordedWare","Esperstedt","Germany",51.42,11.68,4358,"2563-2295 calBCE (3927±37 BP, MAMS-21487)",962767,"PASS (Xcontam=0.002)"
"I0106","I0106","MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I0106.1240k.bam","Germany_CordedWare","Esperstedt","Germany",51.42,11.68,4297,"2461-2208 calBCE (3867±32 BP, MAMS-21490)",222103,"PASS"
"I12981","I12981","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I12981.bam","Pakistan_Loebanr_IA","Swat Valley, Loebanr","Pakistan",34.75146111,72.40193611,2850,"1000-800 BCE",803520,"PASS"
"DA171.SG","DA171","DamgaardNature2018","2018","/media/ydiekman/external2/Documents/__MAINZ/data/Damgaard_Nature_2018/DA171.sort.rmdup.realign.md.bam","Lithuania_Late_Antiquity.SG","..","Lithuania",55.743786,24.228036,1600,"50-650 CE",111071,"PASS (literature)"
"I0103","I0103","MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I0103.1240k.bam","Germany_CordedWare","Esperstedt","Germany",51.42,11.68,4472,"2617-2461 calBCE (4000±31 BP, MAMS-21488)",1049840,"PASS (mtmatchmax=0.974-0.981)"
"I5529","I5529","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I5529_1240k.bam","Germany_BellBeaker","Osterhofen-Altenmarkt","Germany",48.691,13.016,4250,"2800-1800 BCE",451116,"PASS"
"GNM1076.SG","GNM1076","CassidyNature2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Cassidy_Nature_2020/GNM1076-D-EX3.trimmed25bp25q.sorted.grouped.duprm.indel.bam","Ireland_MN.SG","Ireland, Mayo, Glennamong","Ireland",53.9697,-9.632,5135,"3366-2935 calBCE (4488±62 BP, UBA-37807)",754674,"PASS (literature)"
"GRG027","GRG027","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG027.bam","France_MN","France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)","France",47.97,3.56,6690,"4840-4615 calBCE (5870±40 BP, Lyon-4444, SacA-8627)",752706,"PASS (literature)"
"s19_IIg_1.SG","IIg","SaagCurrentBiology2019","2019","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"GRG025","GRG025","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG025.bam","France_MN","France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)","France",47.97,3.56,6450,"5000-4000 BCE",677429,"PASS (literature)"
"s19_IIa_1.SG","IIa","SaagCurrentBiology2019","2019","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"GRG023","GRG023","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG023.bam","France_MN","France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)","France",47.97,3.56,6450,"5000-4000 BCE",379035,"PASS (literature)"
"GRG021","GRG021","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG021.bam","France_MN","France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)","France",47.97,3.56,6450,"5000-4000 BCE",703952,"PASS (literature)"
"I12980","I12980","NarasimhanPattersonScience2019","2019","glob_finds_no_path","","","",NA,NA,NA,"",NA,""
"GRG028","GRG028","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/GRG028.bam","France_MN","Yonne, Gurgy ""les Noisats""","France",47.97,3.56,6671,"4836-4606 calBCE (5855±40 BP, Lyon-4446, SacA-8629)",603262,"PASS (literature)"
"I2417","I2417","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I2417_1240k.bam","England_BellBeaker_lowEEF","England, Wiltshire, Amesbury Down","Great Britain",51.16,-1.77,4250,"2500-2100 BCE",829575,"PASS"
"I2416","I2416","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I2416_1240k.bam","England_BellBeaker_highEEF","England, Wiltshire, Amesbury Down","Great Britain",51.16,-1.77,4251,"2454-2148 calBCE [union of two dates: 2454-2203 calBCE (3845±27 BP, OxA-13624); 2453-2148 calBCE (3830±30 BP, Beta-432804)]",136956,"PASS"
"I2418","I2418","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I2418_1240k.bam","England_BellBeaker","England, Wiltshire, Amesbury Down","Great Britain",51.16,-1.77,4237,"2452-2200 calBCE (3835±25 BP, NZA-32788)",656573,"PASS (damage.ds.half=0.042)"
"I12260","I12260","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I12260.bam","Tajikistan_Ksirov_Kushan_1d.rel.I12292","Ksirov","Tajikistan",37.41563,68.17371,2051,"200-1 BCE",126546,"PASS"
"XN211","XN211","RivollatScienceAdvance2020","2020","/media/ydiekman/external2/Documents/__MAINZ/data/Rivollat_SciAdv_2020/XN211.bam","Germany_EN_LBK","Baden-Württemberg, Stuttgart-Mühlhausen I","Germany",48.78,9.18,7068,"5212-5031 calBCE (6165±25 BP, MAMS-36733)",64250,"PASS (literature)"
"R437.SG","R437","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R437.bam","Italy_IA_Republic_oEasternMediterranean.SG","Palestrina Selciata","Italy",41.7952421,12.7789564,2250,"400-200 BCE",908156,"PASS (literature)"
"R436.SG","R436","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R436.bam","Italy_Imperial.SG","Palestrina Antina","Italy",41.7952421,12.7789564,1850,"1-200 CE",905439,"PASS (literature)"
"R435.SG","R435","AntonioGaoMootsScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Antonio_Science_2019/R435.bam","Italy_IA_Republic.SG","Palestrina Colombella","Italy",41.7952421,12.7789564,2350,"600-200 BCE",780684,"PASS (literature)"
"I4319_published","I4319","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I4319.bam","Kazakhstan_MLBA_Kairan_o_lc_published","Kairan","Kazakhstan",48.74175,76.99573333,3632,"1749-1617 calBCE (3395±25 BP, PSUAMS-2543)",7159,"PASS"
"I4156","I4156","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I4156.bam","Uzbekistan_Bustan_BA","Bustan","Uzbekistan",37.66666667,67,3400,"1600-1300 BCE",24080,"PASS"
"I4157","I4157","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I4157.bam","Uzbekistan_Bustan_BA","Bustan","Uzbekistan",37.66666667,67,3400,"1600-1300 BCE",281113,"PASS"
"I4153","I4153","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I4153.bam","Uzbekistan_Kashkarchi_BA","Ferghana, Burial Kashkarchi","Uzbekistan",40.37722222,71.855,3050,"1200-1000 BCE",421725,"PASS (Xcontam=[0.007,0.033])"
"I7549","I7549","OlaldeScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Olalde_Science_2019/I7549_1240k.bam","Spain_MLN","Cádiz, San Fernando, Campo de Hockey","Spain",36.445,-6.21,5950,"4300-3700 BCE",264076,"PASS"
"I1670","I1670","LazaridisNature2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Lazaridis_Nature_2016/BAM/I1670.1240k.bam","Iran_C_SehGabi","Seh Gabi","Iran",34.5,47.96,6690,"4840-4615 calBCE (5870±40 BP, Poz-81107)",141920,"QUESTIONABLE (mtmatchmax=0.923-0.971)"
"I1671","I1671","LazaridisNature2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Lazaridis_Nature_2016/BAM/I1671.1240k.bam","Iran_LN_SehGabi","Seh Gabi","Iran",34.5,47.96,7686,"5840-5636 calBCE (6850±50 BP, OxA-33168)",520294,"QUESTIONABLE (mtmatchmax=0.939-0.973)"
"I1674","I1674","LazaridisNature2016","2016","/media/ydiekman/external2/Documents/__MAINZ/data/Lazaridis_Nature_2016/BAM/I1674.1240k.bam","Iran_C_SehGabi","Seh Gabi","Iran",34.5,47.96,5831,"3978-3798 calBCE (5105±35 BP, Poz-81108)",624951,"PASS"
"I0231_published","I0231","NarasimhanPattersonScience2019 (previously MathiesonNature2015 which was 1240k of same sample with 390k in HaakLazaridis2015)","2015","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I0231.bam","Russia_Samara_EBA_Yamnaya_published2","Samara Oblast, Volga River Valley, Southern Steppe, Ekaterinovka","Russia",52.71085,49.46685556,4844,"2911-2881 BCE (4270±17 BP) [R_combine: (4260±30 BP, Beta-392487); (4275±20 BP, PSUAMS-4279)]",1103245,"PASS (Xcontam=0.01)"
"I4158","I4158","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I4158.bam","Uzbekistan_Bustan_BA_o_contam_lc","Bustan","Uzbekistan",37.66666667,67,3400,"1600-1300 BCE",10710,"QUESTIONABLE_CRITICAL (mtcontam=[0.7,0.84])"
"I4159","I4159","NarasimhanPattersonScience2019","2019","/media/ydiekman/external2/Documents/__MAINZ/data/Narasimhan_Science_2019/I4159.bam","Uzbekistan_Bustan_BA","Bustan","Uzbekistan",37.66666667,67,3400,"1600-1300 BCE",242409,"PASS"
"I2639","I2639","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I2639_1240k.bam","England_MBA","England, Wiltshire, Amesbury Down","Great Britain",51.16,-1.77,3430,"1532-1435 calBCE (3225±25 BP, NZA-32497)",579584,"PASS"
"I1507","I1507","MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1507.1240k.reheader.bam","Hungary_EN_HG_Koros","Tiszaszolos-Domaháza","Hungary",47.93,21.2,7661,"5788-5640 calBCE (6835±34 BP, OxA-23757)",800965,"PASS"
"I1504","I1504","MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1504.1240k.reheader.bam","Hungary_LBA_Kyjatice","Ludas-Varjú dűlő","Hungary",47.725107,20.086185,2858,"987-833 calBCE (2769±24 BP, OxA-27859)",687165,"PASS"
"I1505","I1505","MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1505.1240k.reheader.bam","Hungary_MN_ALPc","Polgár-Ferenci hát, M3-31","Hungary",47.88,21.19,7057,"5210-5003 calBCE (6153±33 BP, OxA-28020)",769987,"PASS"
"I1502","I1502","MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1502.1240k.reheader.bam","Hungary_EBA_Mako","Kompolt-Kigyoser","Hungary",47.167,20.833,4026,"2195-1973 calBCE (3686±28 BP,OxA-23799)",795741,"PASS"
"I1500","I1500","MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)","2014","/media/ydiekman/external2/Documents/__MAINZ/data/Mathieson_Nature_2015/BAM/I1500.1240k.reheader.bam","Hungary_MN_ALPc","Kompolt-Kigyoser","Hungary",47.167,20.833,7058,"5301-4940 calBCE (6164±64 BP,OxA-23763)",830691,"PASS"
"I2631","I2631","OlaldeNature2018","2018","/media/ydiekman/external1/Documents/__MAINZ/data/Olalde_Nature_2018/BAM/I2631_1240k.bam","Scotland_N","Scotland, Orkney, Quoyness","Great Britain",59.23,-2.568,4957,"3263-2905 calBCE (4384±36 BP, SUERC-68633)",869547,"PASS"
